Topic,Count,Name,Representation,Representative_Docs
16,45,16_memory_crying_forget_remember,"['memory', 'crying', 'forget', 'remember', 'evil', 'sad', 'liberty', 'taken', 'mommy', 'owe']","['Forget! You want me to forget? This mind does not forget. I haven’t forgotten a single thing since the day my mother stopped breast feeding me. It was a drizzly Tuesday.', 'I remember it perfectly. But I have an eidetic memory. If you’re interested, I also remember how much you owe us for the food.', 'I remember it perfectly. But I have an eidetic memory. If you’re interested, I also remember how much you owe us for the food.']"
17,45,17_pizza_food_thai_indian,"['pizza', 'food', 'thai', 'indian', 'order', 'lunch', 'sauce', 'ordered', 'fusion', 'regret']","['The mean Indian lady tried to make me eat lamb. Congratulations. Pizza night will now be at your apartment. Order one.', 'We can’t have Thai food, we had Indian for lunch.', 'We can’t have Thai food, we had Indian for lunch.']"
18,43,18_secret_strikes_weird_betrayal,"['secret', 'strikes', 'weird', 'betrayal', 'project', 'sorry', 'military', 'happen didn', 'secret keeping', 'ex']","['I’m constitutionally incapable. That’s why I was refused clearance for a very prestigious government research fellowship at a secret military supercollider, located beneath a fake agricultural station 12.5 miles south east of Travers City, Michigan. Which you did not hear about from me.', 'Well I’m sorry, but you would have had to express that desire before revealing the secret, so that I could choose whether or not I wanted to accept the covenant of secret keeping. You can’t impose a secret on an ex post facto basis.', 'Well I’m sorry, but you would have had to express that desire before revealing the secret, so that I could choose whether or not I wanted to accept the covenant of secret keeping. You can’t impose a secret on an ex post facto basis.']"
19,43,19_yes yes_yes_correct_did yes,"['yes yes', 'yes', 'correct', 'did yes', 'tell ve', 'did did', 'absolutely', 've got', 'answer', 'came']","['Yes.', 'Yes.', 'Yes.']"
20,42,20_times_course right_math_let say,"['times', 'course right', 'math', 'let say', 'dollars', 'men', 'week', 'mass', 'different', 'let']","['So we multiply 193, minus 21 men before the loss of virginity, so 172 times 0.18 gives us 30.96 sexual partners. Let’s round that up to 31.', 'No, Of course you’re not. All right, ten dollars a day times five days a week times 52 weeks a year is two thousand six hundred dollars.', 'No, Of course you’re not. All right, ten dollars a day times five days a week times 52 weeks a year is two thousand six hundred dollars.']"
21,42,21_light_engine_check engine_check,"['light', 'engine', 'check engine', 'check', 'mirror', 'driver', 'passenger', 'handle', 'reason', 'power']","['Typically that’s an indicator. To, you know, check your engine.', 'Is there a “check the check engine light light”? O-o-o-oh!', 'Is there a “check the check engine light light”? O-o-o-oh!']"
22,41,22_oh oh_oh dear_dear_um,"['oh oh', 'oh dear', 'dear', 'um', 'oh', 'um oh', 'uh oh', 'dear lord', 'god', 'shall']","['Oh, dear lord.', 'Oh dear Lord. No!', 'Oh, dear.']"
23,40,23_ll know_question_know know_yeah think,"['ll know', 'question', 'know know', 'yeah think', 'know ll', 'think talk', 'saw coming', 'like know', 'interesting', 'know']","['Oh, I think we both know the answer to that question.', 'Yeah, I think we should talk about that.', 'Yeah, I think we should talk about that.']"
24,40,24_did say_regarding_eh_say,"['did say', 'regarding', 'eh', 'say', 'did', 'oh', '', '', '', '']","['Regarding what?', 'What did he say?', 'What did he say?']"
25,40,25_alcohol_drink_glasses_drinking,"['alcohol', 'drink', 'glasses', 'drinking', 'alcohol don', 'oh ll', 'pain', 'species', 'alcohol alcohol', 'operating']","['Alcohol? I don’t drink alcohol.', 'We’re all out of alcohol.', 'We’re all out of alcohol.']"
26,39,26_eat_food_desk_meal,"['eat', 'food', 'desk', 'meal', 'dinner', 'eating', 'napkin', 'hungry', 'chair', 'going sit']","['That is my desk chair, that is where I work. I don’t eat in my desk chair and I don’t work in my spot. I work in my desk chair and eat in my spot.', 'Alright, let’s say I go to dinner alone. And during the meal I have to use the rest room. How do I know someone’s not touching my food?', 'Alright, let’s say I go to dinner alone. And during the meal I have to use the rest room. How do I know someone’s not touching my food?']"
27,39,27_doing_figured_does work_bored,"['doing', 'figured', 'does work', 'bored', 'dice', 'talk say', 'work', 'want yeah', 'substantial', 'going come']","['Why are you doing that?', 'Based on this pep talk, I’d say you’re still doing it.', 'Based on this pep talk, I’d say you’re still doing it.']"
28,37,28_sheldon_cooper_spock_sheldon cooper,"['sheldon', 'cooper', 'spock', 'sheldon cooper', 'infinite', 'mr spock', 'bert', 'mr', 'bring', 'sorry going']","['I think I understand. You’re the one person who can say Sheldon Cooper is your boyfriend, but that rings hollow if you can’t lord him over others in the flesh. I forget what I bring to the party and what I take away when I leave. Please accept these valuable Cooper Coupons as restitution.', 'Sheldon. Sheldon Cooper.', 'Sheldon. Sheldon Cooper.']"
29,34,29_agree_dumb_rude_broke,"['agree', 'dumb', 'rude', 'broke', 'piece', 'care', 'curiosity', 'shower', 'don care', 'eyes']","['All right. Go away. I agree, it’s rude, but she asked for privacy.', 'Oh, you don’t need to worry about her. She’s brilliant and attractive. She can do way better', 'All right. Go away. I agree, it’s rude, but she asked for privacy.']"
30,33,30_drive_don drive_bus_flip,"['drive', 'don drive', 'bus', 'flip', 'doesn mean', 'wearing', 'driving', 'drive work', 'dangerous', 'running']","['I don’t drive.', 'But I don’t drive, and I can’t take the bus.', 'But I don’t drive, and I can’t take the bus.']"
31,33,31_wear_pairs_pair_pocket watch,"['wear', 'pairs', 'pair', 'pocket watch', 'pants', 'pocket', 'bedroom', 'tricks', 'thousand', 'monday']","['No, but maybe she wants a man with a pocket watch.', 'I can’t wear different pyjamas, these are my Monday pyjamas. Penny, people cannot be in my bedroom.', 'I can’t wear different pyjamas, these are my Monday pyjamas. Penny, people cannot be in my bedroom.']"
32,32,32_door_knock_open door_motion,"['door', 'knock', 'open door', 'motion', 'building', 'okay step', 'fine didn', 'pointless', 'camera', 'change']","['Or the first door closing causes a change of air pressure that acts upon the second door.', 'Or the first door closing causes a change of air pressure that acts upon the second door.', 'Year after year, I had to endure wearing conical hats while being forced into the crowded sweaty hell of bouncy castles, not to mention being blindfolded and spun towards a grotesque tailless donkey as the other children mocked my disorientation.']"
33,32,33_court_appreciate_report_come later,"['court', 'appreciate', 'report', 'come later', 'compliment', 'taught', 'better way', 'credit', 'believed', 'appreciated']","['That criticism will come later in your report card.', 'Says the former member of the Corn Queen’s Court.', 'Says the former member of the Corn Queen’s Court.']"
34,32,34_hush_gift_particular_uterus,"['hush', 'gift', 'particular', 'uterus', 'appeals', 'poor', 'entire', 'oh hadn', 'century', 'text']","['Hello, Penny. I realize you’re currently at the mercy of your primitive biological urges, but as you have an entire lifetime of poor decisions ahead of you, may I interrupt this one?', 'Against my will. In the South, pre-adolescent children are forced through a process called cotillion, which indoctrinates them with all the social graces and dance skills needed to function in 18th century Vienna.', 'Against my will. In the South, pre-adolescent children are forced through a process called cotillion, which indoctrinates them with all the social graces and dance skills needed to function in 18th century Vienna.']"
35,31,35_chess_kirk_playing_em,"['chess', 'kirk', 'playing', 'em', 'game', 'mario', 'captain', 'exciting', 'facing', 'starfleet']","['Vintage doesn’t even begin to describe what we have planned. Tonight, we are playing the classic 1980 interactive text adventure, Zork. It’s the buggy beta version.', 'AFK. I’m playing Age of Conan, an online multiplayer game set in the universe of Robert E. Howard’s Conan the Barbarian.', 'AFK. I’m playing Age of Conan, an online multiplayer game set in the universe of Robert E. Howard’s Conan the Barbarian.']"
36,31,36_penny penny_leslie winkle_leslie_winkle,"['penny penny', 'leslie winkle', 'leslie', 'winkle', 'penny', 'bespectacled', 'cute', 'mud', 'special', 'hair']","['Leslie Winkle. Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle?', 'Leslie Winkle, Penny. She belittles my research.', 'Leslie Winkle, Penny. She belittles my research.']"
37,31,37_soft_sick_sad_cat,"['soft', 'sick', 'sad', 'cat', 'sleepy', 'little', 'song', 'ups', 'throat singing', 'mexican']","['That’s for when I’m sick. Sad is not sick.', '“Soft Kitty” is for when you’re sick. You’re not sick.', '“Soft Kitty” is for when you’re sick. You’re not sick.']"
38,31,38_key_car_door_uses,"['key', 'car', 'door', 'uses', 'package', 'accident', 'key apartment', 'guard', 'occur', 'edge']","['You’re welcome. Point of inquiry, why did you put your car key in the door lock?', 'You appear to have put your car key in the door lock, are you aware of that?', 'You appear to have put your car key in the door lock, are you aware of that?']"
39,30,39_car_suit_isn strong_people work,"['car', 'suit', 'isn strong', 'people work', 'complaining', 'strong suit', 'plays', 'road', 'strong', 'lead']","['Subtlety isn’t her strong suit, is it?', 'That may be true, but Dr. Nowitzki’s just a friend. In fact, I wouldn’t have even noticed she’s a woman if she hadn’t worn that bathing suit that highlighted her bosom.', 'Subtlety isn’t her strong suit, is it?']"
40,30,40_sleep_night_dancing_good night,"['sleep', 'night', 'dancing', 'good night', 'candy', 'clown', 'guarantee', 'dance', 'suggest', 'math']","['The math would suggest that in a few I’m a clown made of candy. But I don’t dance.', 'The math would suggest that in a few I’m a clown made of candy. But I don’t dance.', 'You’re welcome. Good night to you, too. Oh, by the way, I was watching you sleep for a moment, and I noticed that your snoring seems to be worse when you’re on your back.']"
41,28,41_good good_good_table_slammed,"['good good', 'good', 'table', 'slammed', 'good glad', 'oh better', 'scene', 'didn work', 'set', 'speak']","['Good for you.', 'Good. Good.', 'Good. Good.']"
42,28,42_thank thank_thank_oh thank_congratulations,"['thank thank', 'thank', 'oh thank', 'congratulations', 'welcome good', 'helpful thank', 'wonderful', 'helpful', 'good night', 'thanks']","['Thank you. ', 'Thank you.', 'Thank you.']"
43,28,43_relationship_intimacy_right called_sorry don,"['relationship', 'intimacy', 'right called', 'sorry don', 'harsh', 'making', 'important', 'engagement', 'terms', 'rejected']","['Again, urban slang. In which, I believe I’m gaining remarkable fluency. So, what is the down and the low? And don’t worry, this is all entirely confidential, so, you feel free to include any and all shortcomings in the bedroom.', 'Not true. No, look at me. I had an engagement ring to give a girl, and instead, she rejected me. And am I emotional about that? No. No, I am sitting here on a couch, talking about my favourite TV character like nothing happened. ‘Cause I am just like him, all logical, all the time.', 'Not true. No, look at me. I had an engagement ring to give a girl, and instead, she rejected me. And am I emotional about that? No. No, I am sitting here on a couch, talking about my favourite TV character like nothing happened. ‘Cause I am just like him, all logical, all the time.']"
44,27,44_comfort_bed_man cornwall_sleep couch,"['comfort', 'bed', 'man cornwall', 'sleep couch', 'cornwall', 'tall man', 'couch', 'close', 'warm', 'tall']","['There was a tall man from Cornwall whose length exceeded his bed. My body fits on it, but barely upon it, there’s no room for my big Cornish head.', 'There was a tall man from Cornwall whose length exceeded his bed. My body fits on it, but barely upon it, there’s no room for my big Cornish head.', 'I can’t sleep on your couch. I sleep in a bed. And given it’s dimensions I have no intention of living out E.M. Snickering’s beloved children’s book , The Tall Man From Cornwall.']"
45,27,45_slow_slow slow_hurry_start,"['slow', 'slow slow', 'hurry', 'start', 'bird', 'hold', 'didn start', 'wait hold', 'oh think', 'begin']","['Hurry, hurry, hurry.', 'Slow down. Slow down, please slow down.', 'Slow down. Slow down, please slow down.']"
46,26,46_right right_right_hell_22,"['right right', 'right', 'hell', '22', 'learning', 'warriors', 'll right', 'right don', 'right ll', 'sense']","['All right.', 'All right.', 'All right.']"
47,26,47_money_thanks_don need_letting stay,"['money', 'thanks', 'don need', 'letting stay', 'letting', 'drive', 'thank', 'picked', 'didn need', 'drive work']","['Don’t you need money?', 'Oh, heavens, no. Since I don’t need to be paid, I didn’t need to be hired. I simply came in, picked up a tray, and started working for the man. Let me get that plate out of your way.', 'Oh, heavens, no. Since I don’t need to be paid, I didn’t need to be hired. I simply came in, picked up a tray, and started working for the man. Let me get that plate out of your way.']"
48,25,48_lie_meaningless_feeling_frustrated,"['lie', 'meaningless', 'feeling', 'frustrated', 'premise', 'quote', 'form', 'don look', 'oh sorry', 'means']","['And you’re frustrated because he phrased his reply in the form of a meaningless tautology?', 'They lie so they don’t look petty.', 'They lie so they don’t look petty.']"
49,25,49_fly_lost_13_early,"['fly', 'lost', '13', 'early', 'texas', 'instead', 'okay point', 'lower', 'spending', 'cuisine']","['No. No, my mum had to fly back to Texas to help my dad because the house had slipped off the cinderblocks again.', 'No, visiting professor. Anyway, the local cuisine was a little more sausage-based than I’m used to, and the result was an internal blitzkrieg with my lower intestine playing the part of Czechoslovakia.', 'No, visiting professor. Anyway, the local cuisine was a little more sausage-based than I’m used to, and the result was an internal blitzkrieg with my lower intestine playing the part of Czechoslovakia.']"
50,25,50_laundry_saturday_saturday night_dirty,"['laundry', 'saturday', 'saturday night', 'dirty', 'night', 'rain', 'problem ll', 'dry cleaner', 'faith', 'washing']","['This is not my laundry.', 'Of course I’m doing laundry. Saturday night is laundry night, and I’m in a laundry room, so, I believe your inference is justified.', 'Of course I’m doing laundry. Saturday night is laundry night, and I’m in a laundry room, so, I believe your inference is justified.']"
51,25,51_career_acting_movie_hold,"['career', 'acting', 'movie', 'hold', 'angeles', 'los angeles', 'hollywood', 'courthouse', 'improve', 'making']","['You mean your acting career?', 'Oh, I’m sorry, I thought making the transition from actor to acting teacher was the signal that one’s career had reached the end of the road.', 'Oh, I’m sorry, I thought making the transition from actor to acting teacher was the signal that one’s career had reached the end of the road.']"
52,24,52_blow_head_recent_impossible,"['blow', 'head', 'recent', 'impossible', 'know just', 'conditions', 'checked', 'oh joke', 'comes', 'vertigo']","['I’m sorry. Have you suffered a recent blow to the head?', 'How can you not know? I just told you. Have you suffered a recent blow to the head?', 'How can you not know? I just told you. Have you suffered a recent blow to the head?']"
53,24,53_girlfriend_friend_girl_skilled,"['girlfriend', 'friend', 'girl', 'skilled', 'staying', 'okay don', 'doesn make', 'days', 'video', 'attractive']","['She’s not my girlfriend.', 'She’s not my girlfriend.', 'She’s not my girlfriend.']"
54,24,54_friends_friendship_happening_glad,"['friends', 'friendship', 'happening', 'glad', 'doing little', 'work doing', 'difficulty', 'jealous', 'obligation', 'bonding']","['Then I hereby invoke what I’m given to understand is an integral part of the implied covenant of friendship. The favour.', 'It’s a questionnaire I devised. I’m having some difficulty bonding with a colleague at work, so I’m doing a little research to better understand why my current friends like me.', 'It’s a questionnaire I devised. I’m having some difficulty bonding with a colleague at work, so I’m doing a little research to better understand why my current friends like me.']"
55,23,55_sandwich_half_soup_bread,"['sandwich', 'half', 'soup', 'bread', 'spoon', 'setting', 'commitment', 'banana', 'offer', 'clearly']","['Where exactly does the half-sandwich come from? Are you giving me half of someone else’s sandwich, or do I have to wait for someone else in the restaurant to order the other half?', 'You can’t make a half-sandwich. If it’s not half of a whole sandwich, it’s just a small sandwich.', 'You can’t make a half-sandwich. If it’s not half of a whole sandwich, it’s just a small sandwich.']"
56,22,56_hair_haircut_blonde_issue,"['hair', 'haircut', 'blonde', 'issue', 'bald', 'horrible', 'stairs', 'silence', 'shampoo', 'fake']","['Penny, please, I’m on the horns of a relationship dilemma. And for the record, I had a full pubis of hair by the time I was 19.', 'You ripped out your own fake blonde hair.', 'You ripped out your own fake blonde hair.']"
57,22,57_howard_property_apology_accept,"['howard', 'property', 'apology', 'accept', 'letter', 'know doesn', 'day met', 'eminently', 'wronged', 'intellectual']","['Are you pointing out that California is a community property state, and since Howard and Bernadette are married, the intellectual property contained in that letter is jointly owned by the two spouses?', 'I’ll reprogram Howard.', 'I’ll reprogram Howard.']"
58,22,58_penny penny_penny_renaissance_rabeliechtli,"['penny penny', 'penny', 'renaissance', 'rabeliechtli', 'limited', 'protein', 'decide', 'minute', 'energy', 'fast']","[' Penny? Penny? Penny?', ' Penny? Penny? Penny?', ' Penny? Penny? Penny? Penny? Penny?']"
59,22,59_follow_did did_ve stupid_stupid things,"['follow', 'did did', 've stupid', 'stupid things', 'did', 'just did', 'honest', 'bet', 'stupid', 'acting']","['I don’t follow.', 'I’ve done no stupid things.', 'I’ve done no stupid things.']"
60,22,60_penny penny_penny_present_defined,"['penny penny', 'penny', 'present', 'defined', 'look penny', 'pictionary', 'penny amy', 'aha', 'going answer', 'pie']","[' Penny. Penny. Penny.', ' Penny. Penny. Penny.', ' Penny. Penny. Penny.']"
61,22,61_mood_enjoying_plan_just hope,"['mood', 'enjoying', 'plan', 'just hope', 'happy know', 'just good', 'folksy', 'fortress', 'tuesday night', 'know say']","['I’m just in a good mood. While my compatriots are in Las Vegas, I will be enjoying a blissful evening in my personal Fortress of Solitude.', 'Terrific, you’ll be happy to know that I plan to come here every Tuesday night for the foreseeable future.', 'Terrific, you’ll be happy to know that I plan to come here every Tuesday night for the foreseeable future.']"
62,21,62_chocolate_thoughtful_thank_stomach,"['chocolate', 'thoughtful', 'thank', 'stomach', 'shared', 'nut', 'oh way', 'notice', 'real', 'hits']","['Thank you. Chocolate?', 'Well, thank you. How thoughtful. Would you like a chocolate', 'Well, thank you. How thoughtful. Would you like a chocolate']"
63,21,63_sorry_hop_just don_fine fine,"['sorry', 'hop', 'just don', 'fine fine', 'unhappy', 'just love', '16', 'control', 'fine', 'buy']","['Oh Mario. If only I could control everyone the way I control you. Hop, you little plumber, hop, hop, hop.', 'Sorry. I just don’t want to be yet another flip-flop fatality.', 'Sorry. I just don’t want to be yet another flip-flop fatality.']"
64,21,64_looks_looks like_talk let_shoe,"['looks', 'looks like', 'talk let', 'shoe', 'penny life', 'like talk', 'amazon', 'wonder woman', 'tend', 'mud']","['Don’t worry. Wonder Woman was an Amazon. And Amazons tend to be very beefy gals.', 'See, I remembered because if it looks like Kim it’s Kim, if it looks kind of like Kim it’s Kourtney, and if it looks nothing like Kim it’s Khloe.', 'See, I remembered because if it looks like Kim it’s Kim, if it looks kind of like Kim it’s Kourtney, and if it looks nothing like Kim it’s Khloe.']"
65,21,65_thank penny_know just_just want_penny thank,"['thank penny', 'know just', 'just want', 'penny thank', 'calling', 'things penny', 'names', 'man hands', 'hurt', 'haircut']","['Oh, thank you, Penny.', 'Thank you, Penny.', 'Thank you, Penny.']"
66,21,66_duck_mom used_whimsical_safety,"['duck', 'mom used', 'whimsical', 'safety', 'surface', 'adhesive', 'allow', 'purchase', 'mom', 'draw']","['I have a series of whimsical duck stickers on the bottom of my tub.', 'Not surprising. You have no safety mat or adhesive stickers to allow for purchase on a surface with a low coefficient of static friction.', 'Not surprising. You have no safety mat or adhesive stickers to allow for purchase on a surface with a low coefficient of static friction.']"
67,21,67_accident_fell_remote_adhesive ducks,"['accident', 'fell', 'remote', 'adhesive ducks', 'resident', 'medication', 'distinct', 'excited', 'slipped', 'treated']","['Cause of accident, lack of adhesive ducks. Okay, medical history. Have you ever been diagnosed with diabetes?', 'Oh, I’m fine. It’s just some, uh, stomach medication for my trip. There’s the remote yet distinct possibility that I may end up in South America.', 'Oh, I’m fine. It’s just some, uh, stomach medication for my trip. There’s the remote yet distinct possibility that I may end up in South America.']"
68,21,68_train_trick_trains_train store,"['train', 'trick', 'trains', 'train store', 'look like', 'station', 'san', 'francisco', 'board', 'san francisco']","['No, that train has left the station. Now, we can play this one of two ways. You can say, trains, tell me more, or you can just look at me like that and I’ll start.', 'You think you know the answer. But it could be a trick. What if when the puzzle’s complete, there’s a sign in the window that says go to the train store?', 'You think you know the answer. But it could be a trick. What if when the puzzle’s complete, there’s a sign in the window that says go to the train store?']"
69,20,69_college_community_graduate_school,"['college', 'community', 'graduate', 'school', 'try', 'old', 'high school', 'advanced', 'education', 'opposite']","['I’m just wondering if you really gave it the old college try? Or in your case the old community college try?', 'You thought the opposite of stupid loser was community college graduate?', 'You thought the opposite of stupid loser was community college graduate?']"
70,20,70_happened_2003_going going_don look,"['happened', '2003', 'going going', 'don look', 'slow', 'group', 'rest', 'problem', 'wrong', 'slow slow']","['What happened to them?', 'What happened to the rest of your group?', 'What happened to the rest of your group?']"
